Initial State,Search Algorithm,Heuristic,Found Solution,Time,Max Frontier Size
"[[7, 8, 1], [6, 5, 2], [4, 0, 3]]",A*,heuristic_misplaced_tiles,True,0.25496602058410645,6602
"[[7, 8, 1], [6, 5, 2], [4, 0, 3]]",A*,heuristic_euclidean,True,0.049549102783203125,1118
"[[7, 8, 1], [6, 5, 2], [4, 0, 3]]",Greedy,heuristic_manhattan,True,0.0017101764678955078,71
"[[7, 8, 1], [6, 5, 2], [4, 0, 3]]",Greedy,heuristic_misplaced_tiles,True,0.0014050006866455078,62
"[[7, 8, 1], [6, 5, 2], [4, 0, 3]]",Greedy,heuristic_euclidean,True,0.0015249252319335938,46
"[[3, 6, 2], [7, 0, 8], [4, 1, 5]]",A*,heuristic_manhattan,True,0.005323886871337891,157
"[[3, 6, 2], [7, 0, 8], [4, 1, 5]]",A*,heuristic_misplaced_tiles,True,0.026346206665039062,841
"[[3, 6, 2], [7, 0, 8], [4, 1, 5]]",A*,heuristic_euclidean,True,0.007623910903930664,185
"[[3, 6, 2], [7, 0, 8], [4, 1, 5]]",Greedy,heuristic_manhattan,True,0.002249002456665039,87
"[[3, 6, 2], [7, 0, 8], [4, 1, 5]]",Greedy,heuristic_misplaced_tiles,True,0.0055751800537109375,242
"[[3, 6, 2], [7, 0, 8], [4, 1, 5]]",Greedy,heuristic_euclidean,True,0.008646011352539062,254
"[[2, 1, 4], [5, 6, 7], [8, 0, 3]]",A*,heuristic_manhattan,True,0.018459796905517578,347
"[[2, 1, 4], [5, 6, 7], [8, 0, 3]]",A*,heuristic_misplaced_tiles,True,0.10279202461242676,3189
"[[2, 1, 4], [5, 6, 7], [8, 0, 3]]",A*,heuristic_euclidean,True,0.0227968692779541,526
"[[2, 1, 4], [5, 6, 7], [8, 0, 3]]",Greedy,heuristic_manhattan,True,0.003827810287475586,149
"[[2, 1, 4], [5, 6, 7], [8, 0, 3]]",Greedy,heuristic_misplaced_tiles,True,0.0307161808013916,890
"[[2, 1, 4], [5, 6, 7], [8, 0, 3]]",Greedy,heuristic_euclidean,True,0.011625051498413086,340
"[[3, 2, 4], [6, 5, 8], [0, 7, 1]]",A*,heuristic_manhattan,True,0.06450200080871582,1757
"[[3, 2, 4], [6, 5, 8], [0, 7, 1]]",A*,heuristic_misplaced_tiles,True,1.1072750091552734,20957
"[[3, 2, 4], [6, 5, 8], [0, 7, 1]]",A*,heuristic_euclidean,True,0.1621391773223877,3471
"[[3, 2, 4], [6, 5, 8], [0, 7, 1]]",Greedy,heuristic_manhattan,True,0.0016741752624511719,65
"[[3, 2, 4], [6, 5, 8], [0, 7, 1]]",Greedy,heuristic_misplaced_tiles,True,0.002910137176513672,131
"[[3, 2, 4], [6, 5, 8], [0, 7, 1]]",Greedy,heuristic_euclidean,True,0.0016179084777832031,50
"[[7, 5, 4], [0, 3, 8], [2, 6, 1]]",A*,heuristic_manhattan,True,0.06421017646789551,1554
"[[7, 5, 4], [0, 3, 8], [2, 6, 1]]",A*,heuristic_misplaced_tiles,True,1.521651268005371,26829
"[[7, 5, 4], [0, 3, 8], [2, 6, 1]]",A*,heuristic_euclidean,True,0.23524808883666992,4877
"[[7, 5, 4], [0, 3, 8], [2, 6, 1]]",Greedy,heuristic_manhattan,True,0.008873224258422852,338
"[[7, 5, 4], [0, 3, 8], [2, 6, 1]]",Greedy,heuristic_misplaced_tiles,True,0.01819324493408203,730
"[[7, 5, 4], [0, 3, 8], [2, 6, 1]]",Greedy,heuristic_euclidean,True,0.006637096405029297,201
"[[1, 0, 2], [7, 8, 6], [5, 4, 3]]",A*,heuristic_manhattan,True,0.005661964416503906,165
"[[1, 0, 2], [7, 8, 6], [5, 4, 3]]",A*,heuristic_misplaced_tiles,True,0.01452493667602539,478
"[[1, 0, 2], [7, 8, 6], [5, 4, 3]]",A*,heuristic_euclidean,True,0.007085084915161133,175
"[[1, 0, 2], [7, 8, 6], [5, 4, 3]]",Greedy,heuristic_manhattan,True,0.004492044448852539,183
"[[1, 0, 2], [7, 8, 6], [5, 4, 3]]",Greedy,heuristic_misplaced_tiles,True,0.0006849765777587891,40
"[[1, 0, 2], [7, 8, 6], [5, 4, 3]]",Greedy,heuristic_euclidean,True,0.008088827133178711,256
"[[5, 6, 0], [2, 7, 8], [3, 1, 4]]",A*,heuristic_manhattan,True,0.02656722068786621,548
"[[5, 6, 0], [2, 7, 8], [3, 1, 4]]",A*,heuristic_misplaced_tiles,True,0.3716878890991211,10026
"[[5, 6, 0], [2, 7, 8], [3, 1, 4]]",A*,heuristic_euclidean,True,0.04869675636291504,1058
"[[5, 6, 0], [2, 7, 8], [3, 1, 4]]",Greedy,heuristic_manhattan,True,0.003921031951904297,152
"[[5, 6, 0], [2, 7, 8], [3, 1, 4]]",Greedy,heuristic_misplaced_tiles,True,0.02293109893798828,692
"[[5, 6, 0], [2, 7, 8], [3, 1, 4]]",Greedy,heuristic_euclidean,True,0.00665283203125,205
"[[0, 1, 8], [6, 5, 3], [4, 7, 2]]",A*,heuristic_manhattan,True,0.007776737213134766,238
"[[0, 1, 8], [6, 5, 3], [4, 7, 2]]",A*,heuristic_misplaced_tiles,True,0.05057096481323242,1727
"[[0, 1, 8], [6, 5, 3], [4, 7, 2]]",A*,heuristic_euclidean,True,0.015053987503051758,347
"[[0, 1, 8], [6, 5, 3], [4, 7, 2]]",Greedy,heuristic_manhattan,True,0.0023450851440429688,84
"[[0, 1, 8], [6, 5, 3], [4, 7, 2]]",Greedy,heuristic_misplaced_tiles,True,0.0039119720458984375,189
"[[0, 1, 8], [6, 5, 3], [4, 7, 2]]",Greedy,heuristic_euclidean,True,0.0017290115356445312,53
"[[8, 6, 2], [3, 5, 1], [0, 4, 7]]",A*,heuristic_manhattan,True,0.023456811904907227,652
"[[8, 6, 2], [3, 5, 1], [0, 4, 7]]",A*,heuristic_misplaced_tiles,True,0.4055759906768799,10458
"[[8, 6, 2], [3, 5, 1], [0, 4, 7]]",A*,heuristic_euclidean,True,0.05759000778198242,1303
"[[8, 6, 2], [3, 5, 1], [0, 4, 7]]",Greedy,heuristic_manhattan,True,0.003423929214477539,134
"[[8, 6, 2], [3, 5, 1], [0, 4, 7]]",Greedy,heuristic_misplaced_tiles,True,0.004040956497192383,180
"[[8, 6, 2], [3, 5, 1], [0, 4, 7]]",Greedy,heuristic_euclidean,True,0.014569997787475586,261
"[[1, 4, 8], [5, 2, 0], [6, 3, 7]]",A*,heuristic_manhattan,True,0.014367103576660156,426
"[[1, 4, 8], [5, 2, 0], [6, 3, 7]]",A*,heuristic_misplaced_tiles,True,0.22876477241516113,6693
"[[1, 4, 8], [5, 2, 0], [6, 3, 7]]",A*,heuristic_euclidean,True,0.0543370246887207,1051
"[[1, 4, 8], [5, 2, 0], [6, 3, 7]]",Greedy,heuristic_manhattan,True,0.0015869140625,66
"[[1, 4, 8], [5, 2, 0], [6, 3, 7]]",Greedy,heuristic_misplaced_tiles,True,0.009672880172729492,392
"[[1, 4, 8], [5, 2, 0], [6, 3, 7]]",Greedy,heuristic_euclidean,True,0.009380102157592773,289
"[[2, 8, 7], [4, 0, 1], [5, 6, 3]]",A*,heuristic_manhattan,True,0.013746023178100586,394
"[[2, 8, 7], [4, 0, 1], [5, 6, 3]]",A*,heuristic_misplaced_tiles,True,0.13619303703308105,3972
"[[2, 8, 7], [4, 0, 1], [5, 6, 3]]",A*,heuristic_euclidean,True,0.03297567367553711,737
"[[2, 8, 7], [4, 0, 1], [5, 6, 3]]",Greedy,heuristic_manhattan,True,0.003590822219848633,136
"[[2, 8, 7], [4, 0, 1], [5, 6, 3]]",Greedy,heuristic_misplaced_tiles,True,0.0036950111389160156,165
"[[2, 8, 7], [4, 0, 1], [5, 6, 3]]",Greedy,heuristic_euclidean,True,0.00828695297241211,257
"[[4, 6, 0], [1, 3, 5], [2, 8, 7]]",A*,heuristic_manhattan,True,0.010163068771362305,313
"[[4, 6, 0], [1, 3, 5], [2, 8, 7]]",A*,heuristic_misplaced_tiles,True,0.06922125816345215,2019
"[[4, 6, 0], [1, 3, 5], [2, 8, 7]]",A*,heuristic_euclidean,True,0.01692795753479004,414
"[[4, 6, 0], [1, 3, 5], [2, 8, 7]]",Greedy,heuristic_manhattan,True,0.003943920135498047,163
"[[4, 6, 0], [1, 3, 5], [2, 8, 7]]",Greedy,heuristic_misplaced_tiles,True,0.008763790130615234,372
"[[4, 6, 0], [1, 3, 5], [2, 8, 7]]",Greedy,heuristic_euclidean,True,0.009173870086669922,283
"[[6, 5, 3], [8, 0, 4], [7, 2, 1]]",A*,heuristic_manhattan,True,0.15587186813354492,3727
"[[6, 5, 3], [8, 0, 4], [7, 2, 1]]",A*,heuristic_misplaced_tiles,True,3.0924367904663086,39503
"[[6, 5, 3], [8, 0, 4], [7, 2, 1]]",A*,heuristic_euclidean,True,0.5899999141693115,10568
"[[6, 5, 3], [8, 0, 4], [7, 2, 1]]",Greedy,heuristic_manhattan,True,0.005438089370727539,199
"[[6, 5, 3], [8, 0, 4], [7, 2, 1]]",Greedy,heuristic_misplaced_tiles,True,0.024916887283325195,985
"[[6, 5, 3], [8, 0, 4], [7, 2, 1]]",Greedy,heuristic_euclidean,True,0.009299993515014648,283
"[[0, 7, 5], [3, 1, 6], [2, 4, 8]]",A*,heuristic_manhattan,True,0.002337217330932617,74
"[[0, 7, 5], [3, 1, 6], [2, 4, 8]]",A*,heuristic_misplaced_tiles,True,0.02162790298461914,739
"[[0, 7, 5], [3, 1, 6], [2, 4, 8]]",A*,heuristic_euclidean,True,0.004673957824707031,119
"[[0, 7, 5], [3, 1, 6], [2, 4, 8]]",Greedy,heuristic_manhattan,True,0.0014247894287109375,61
"[[0, 7, 5], [3, 1, 6], [2, 4, 8]]",Greedy,heuristic_misplaced_tiles,True,0.0005519390106201172,32
"[[0, 7, 5], [3, 1, 6], [2, 4, 8]]",Greedy,heuristic_euclidean,True,0.0006742477416992188,21
"[[8, 3, 2], [4, 5, 0], [1, 6, 7]]",A*,heuristic_manhattan,True,0.0928189754486084,2320
"[[8, 3, 2], [4, 5, 0], [1, 6, 7]]",A*,heuristic_misplaced_tiles,True,0.6189210414886475,13886
"[[8, 3, 2], [4, 5, 0], [1, 6, 7]]",A*,heuristic_euclidean,True,0.15919995307922363,3436
"[[8, 3, 2], [4, 5, 0], [1, 6, 7]]",Greedy,heuristic_manhattan,True,0.004400730133056641,175
"[[8, 3, 2], [4, 5, 0], [1, 6, 7]]",Greedy,heuristic_misplaced_tiles,True,0.004169940948486328,173
"[[8, 3, 2], [4, 5, 0], [1, 6, 7]]",Greedy,heuristic_euclidean,True,0.00971221923828125,299
"[[2, 7, 1], [8, 4, 0], [5, 3, 6]]",A*,heuristic_manhattan,True,0.044476985931396484,1069
"[[2, 7, 1], [8, 4, 0], [5, 3, 6]]",A*,heuristic_misplaced_tiles,True,0.5648581981658936,13531
"[[2, 7, 1], [8, 4, 0], [5, 3, 6]]",A*,heuristic_euclidean,True,0.1482079029083252,3074
"[[2, 7, 1], [8, 4, 0], [5, 3, 6]]",Greedy,heuristic_manhattan,True,0.0015003681182861328,64
"[[2, 7, 1], [8, 4, 0], [5, 3, 6]]",Greedy,heuristic_misplaced_tiles,True,0.004250764846801758,170
"[[2, 7, 1], [8, 4, 0], [5, 3, 6]]",Greedy,heuristic_euclidean,True,0.006788015365600586,216
"[[2, 3, 0], [5, 8, 1], [7, 4, 6]]",A*,heuristic_manhattan,True,0.026690959930419922,764
"[[2, 3, 0], [5, 8, 1], [7, 4, 6]]",A*,heuristic_misplaced_tiles,True,0.18443775177001953,5119
"[[2, 3, 0], [5, 8, 1], [7, 4, 6]]",A*,heuristic_euclidean,True,0.05626702308654785,1281
"[[2, 3, 0], [5, 8, 1], [7, 4, 6]]",Greedy,heuristic_manhattan,True,0.008393049240112305,331
"[[2, 3, 0], [5, 8, 1], [7, 4, 6]]",Greedy,heuristic_misplaced_tiles,True,0.010834932327270508,438
"[[2, 3, 0], [5, 8, 1], [7, 4, 6]]",Greedy,heuristic_euclidean,True,0.007964134216308594,250
"[[6, 5, 2], [4, 8, 3], [1, 0, 7]]",A*,heuristic_manhattan,True,0.035887956619262695,1013
"[[6, 5, 2], [4, 8, 3], [1, 0, 7]]",A*,heuristic_misplaced_tiles,True,0.2489771842956543,7020
"[[6, 5, 2], [4, 8, 3], [1, 0, 7]]",A*,heuristic_euclidean,True,0.07614922523498535,1528
"[[6, 5, 2], [4, 8, 3], [1, 0, 7]]",Greedy,heuristic_manhattan,True,0.005798816680908203,229
"[[6, 5, 2], [4, 8, 3], [1, 0, 7]]",Greedy,heuristic_misplaced_tiles,True,0.03462982177734375,1355
"[[6, 5, 2], [4, 8, 3], [1, 0, 7]]",Greedy,heuristic_euclidean,True,0.009896039962768555,304
"[[7, 4, 3], [8, 5, 1], [6, 2, 0]]",A*,heuristic_manhattan,True,0.005369663238525391,168
"[[7, 4, 3], [8, 5, 1], [6, 2, 0]]",A*,heuristic_misplaced_tiles,True,0.04721832275390625,1633
"[[7, 4, 3], [8, 5, 1], [6, 2, 0]]",A*,heuristic_euclidean,True,0.017563819885253906,260
"[[7, 4, 3], [8, 5, 1], [6, 2, 0]]",Greedy,heuristic_manhattan,True,0.003657817840576172,141
"[[7, 4, 3], [8, 5, 1], [6, 2, 0]]",Greedy,heuristic_misplaced_tiles,True,0.006724119186401367,290
"[[7, 4, 3], [8, 5, 1], [6, 2, 0]]",Greedy,heuristic_euclidean,True,0.00617671012878418,195
"[[0, 8, 5], [3, 4, 6], [2, 1, 7]]",A*,heuristic_manhattan,True,0.0034618377685546875,106
"[[0, 8, 5], [3, 4, 6], [2, 1, 7]]",A*,heuristic_misplaced_tiles,True,0.04434514045715332,1493
"[[0, 8, 5], [3, 4, 6], [2, 1, 7]]",A*,heuristic_euclidean,True,0.006766080856323242,173
"[[0, 8, 5], [3, 4, 6], [2, 1, 7]]",Greedy,heuristic_manhattan,True,0.004684925079345703,168
"[[0, 8, 5], [3, 4, 6], [2, 1, 7]]",Greedy,heuristic_misplaced_tiles,True,0.005416154861450195,236
"[[0, 8, 5], [3, 4, 6], [2, 1, 7]]",Greedy,heuristic_euclidean,True,0.007259845733642578,224
"[[2, 4, 1], [6, 5, 7], [8, 3, 0]]",A*,heuristic_manhattan,True,0.017325878143310547,511
"[[2, 4, 1], [6, 5, 7], [8, 3, 0]]",A*,heuristic_misplaced_tiles,True,0.41356587409973145,10411
"[[2, 4, 1], [6, 5, 7], [8, 3, 0]]",A*,heuristic_euclidean,True,0.07570886611938477,1644
"[[2, 4, 1], [6, 5, 7], [8, 3, 0]]",Greedy,heuristic_manhattan,True,0.005337238311767578,203
"[[2, 4, 1], [6, 5, 7], [8, 3, 0]]",Greedy,heuristic_misplaced_tiles,True,0.009632110595703125,161
"[[2, 4, 1], [6, 5, 7], [8, 3, 0]]",Greedy,heuristic_euclidean,True,0.0021538734436035156,65
"[[3, 0, 6], [5, 8, 7], [1, 2, 4]]",A*,heuristic_manhattan,True,0.021964073181152344,599
"[[3, 0, 6], [5, 8, 7], [1, 2, 4]]",A*,heuristic_misplaced_tiles,True,0.22787976264953613,6582
"[[3, 0, 6], [5, 8, 7], [1, 2, 4]]",A*,heuristic_euclidean,True,0.05007219314575195,972
"[[3, 0, 6], [5, 8, 7], [1, 2, 4]]",Greedy,heuristic_manhattan,True,0.007870912551879883,307
"[[3, 0, 6], [5, 8, 7], [1, 2, 4]]",Greedy,heuristic_misplaced_tiles,True,0.0021979808807373047,99
"[[3, 0, 6], [5, 8, 7], [1, 2, 4]]",Greedy,heuristic_euclidean,True,0.007838010787963867,239
"[[0, 5, 2], [4, 8, 1], [3, 7, 6]]",A*,heuristic_manhattan,True,0.003098011016845703,101
"[[0, 5, 2], [4, 8, 1], [3, 7, 6]]",A*,heuristic_misplaced_tiles,True,0.021941184997558594,742
"[[0, 5, 2], [4, 8, 1], [3, 7, 6]]",A*,heuristic_euclidean,True,0.0062448978424072266,156
"[[0, 5, 2], [4, 8, 1], [3, 7, 6]]",Greedy,heuristic_manhattan,True,0.001135110855102539,48
"[[0, 5, 2], [4, 8, 1], [3, 7, 6]]",Greedy,heuristic_misplaced_tiles,True,0.0044591426849365234,186
"[[0, 5, 2], [4, 8, 1], [3, 7, 6]]",Greedy,heuristic_euclidean,True,0.007086038589477539,220
"[[8, 4, 3], [6, 2, 1], [5, 7, 0]]",A*,heuristic_manhattan,True,0.05573606491088867,1508
"[[8, 4, 3], [6, 2, 1], [5, 7, 0]]",A*,heuristic_misplaced_tiles,True,1.1063573360443115,21277
"[[8, 4, 3], [6, 2, 1], [5, 7, 0]]",A*,heuristic_euclidean,True,0.1905231475830078,3817
"[[8, 4, 3], [6, 2, 1], [5, 7, 0]]",Greedy,heuristic_manhattan,True,0.0018832683563232422,74
"[[8, 4, 3], [6, 2, 1], [5, 7, 0]]",Greedy,heuristic_misplaced_tiles,True,0.0099639892578125,402
"[[8, 4, 3], [6, 2, 1], [5, 7, 0]]",Greedy,heuristic_euclidean,True,0.0027408599853515625,84
"[[3, 0, 7], [4, 8, 6], [5, 1, 2]]",A*,heuristic_manhattan,True,0.003957986831665039,127
"[[3, 0, 7], [4, 8, 6], [5, 1, 2]]",A*,heuristic_misplaced_tiles,True,0.10145378112792969,2904
"[[3, 0, 7], [4, 8, 6], [5, 1, 2]]",A*,heuristic_euclidean,True,0.013198137283325195,313
"[[3, 0, 7], [4, 8, 6], [5, 1, 2]]",Greedy,heuristic_manhattan,True,0.008283853530883789,322
"[[3, 0, 7], [4, 8, 6], [5, 1, 2]]",Greedy,heuristic_misplaced_tiles,True,0.03795194625854492,1482
"[[3, 0, 7], [4, 8, 6], [5, 1, 2]]",Greedy,heuristic_euclidean,True,0.006893157958984375,213
"[[6, 2, 4], [7, 8, 1], [3, 0, 5]]",A*,heuristic_manhattan,True,0.015011072158813477,427
"[[6, 2, 4], [7, 8, 1], [3, 0, 5]]",A*,heuristic_misplaced_tiles,True,0.2283461093902588,6482
"[[6, 2, 4], [7, 8, 1], [3, 0, 5]]",A*,heuristic_euclidean,True,0.03534889221191406,793
"[[6, 2, 4], [7, 8, 1], [3, 0, 5]]",Greedy,heuristic_manhattan,True,0.0021359920501708984,88
"[[6, 2, 4], [7, 8, 1], [3, 0, 5]]",Greedy,heuristic_misplaced_tiles,True,0.003816843032836914,163
"[[6, 2, 4], [7, 8, 1], [3, 0, 5]]",Greedy,heuristic_euclidean,True,0.009659290313720703,289
"[[4, 2, 1], [0, 3, 8], [7, 6, 5]]",A*,heuristic_manhattan,True,0.0067958831787109375,209
"[[4, 2, 1], [0, 3, 8], [7, 6, 5]]",A*,heuristic_misplaced_tiles,True,0.04822278022766113,1425
"[[4, 2, 1], [0, 3, 8], [7, 6, 5]]",A*,heuristic_euclidean,True,0.014242887496948242,351
"[[4, 2, 1], [0, 3, 8], [7, 6, 5]]",Greedy,heuristic_manhattan,True,0.0013279914855957031,54
"[[4, 2, 1], [0, 3, 8], [7, 6, 5]]",Greedy,heuristic_misplaced_tiles,True,0.00838017463684082,346
"[[4, 2, 1], [0, 3, 8], [7, 6, 5]]",Greedy,heuristic_euclidean,True,0.0021827220916748047,75
"[[4, 2, 7], [6, 5, 1], [8, 3, 0]]",A*,heuristic_manhattan,True,0.015933990478515625,462
"[[4, 2, 7], [6, 5, 1], [8, 3, 0]]",A*,heuristic_misplaced_tiles,True,0.2921597957611084,7937
"[[4, 2, 7], [6, 5, 1], [8, 3, 0]]",A*,heuristic_euclidean,True,0.06861281394958496,1481
"[[4, 2, 7], [6, 5, 1], [8, 3, 0]]",Greedy,heuristic_manhattan,True,0.0053670406341552734,205
"[[4, 2, 7], [6, 5, 1], [8, 3, 0]]",Greedy,heuristic_misplaced_tiles,True,0.009700775146484375,153
"[[4, 2, 7], [6, 5, 1], [8, 3, 0]]",Greedy,heuristic_euclidean,True,0.0016741752624511719,50
"[[0, 6, 5], [2, 1, 3], [8, 4, 7]]",A*,heuristic_manhattan,True,0.007805824279785156,239
"[[0, 6, 5], [2, 1, 3], [8, 4, 7]]",A*,heuristic_misplaced_tiles,True,0.06055808067321777,1973
"[[0, 6, 5], [2, 1, 3], [8, 4, 7]]",A*,heuristic_euclidean,True,0.017468929290771484,405
"[[0, 6, 5], [2, 1, 3], [8, 4, 7]]",Greedy,heuristic_manhattan,True,0.0007579326629638672,35
"[[0, 6, 5], [2, 1, 3], [8, 4, 7]]",Greedy,heuristic_misplaced_tiles,True,0.005182981491088867,224
"[[0, 6, 5], [2, 1, 3], [8, 4, 7]]",Greedy,heuristic_euclidean,True,0.0010800361633300781,38
"[[2, 6, 3], [5, 4, 8], [0, 7, 1]]",A*,heuristic_manhattan,True,0.026616811752319336,761
"[[2, 6, 3], [5, 4, 8], [0, 7, 1]]",A*,heuristic_misplaced_tiles,True,0.1355142593383789,4061
"[[2, 6, 3], [5, 4, 8], [0, 7, 1]]",A*,heuristic_euclidean,True,0.05666303634643555,1143
"[[2, 6, 3], [5, 4, 8], [0, 7, 1]]",Greedy,heuristic_manhattan,True,0.00767207145690918,302
"[[2, 6, 3], [5, 4, 8], [0, 7, 1]]",Greedy,heuristic_misplaced_tiles,True,0.015319108963012695,613
"[[2, 6, 3], [5, 4, 8], [0, 7, 1]]",Greedy,heuristic_euclidean,True,0.006311893463134766,200
"[[6, 8, 0], [1, 2, 7], [4, 5, 3]]",A*,heuristic_manhattan,True,0.012790918350219727,373
"[[6, 8, 0], [1, 2, 7], [4, 5, 3]]",A*,heuristic_misplaced_tiles,True,0.15618109703063965,4693
"[[6, 8, 0], [1, 2, 7], [4, 5, 3]]",A*,heuristic_euclidean,True,0.027942895889282227,652
"[[6, 8, 0], [1, 2, 7], [4, 5, 3]]",Greedy,heuristic_manhattan,True,0.0030379295349121094,113
"[[6, 8, 0], [1, 2, 7], [4, 5, 3]]",Greedy,heuristic_misplaced_tiles,True,0.026638031005859375,836
"[[6, 8, 0], [1, 2, 7], [4, 5, 3]]",Greedy,heuristic_euclidean,True,0.005494832992553711,161
"[[8, 6, 3], [7, 5, 0], [2, 1, 4]]",A*,heuristic_manhattan,True,0.034822940826416016,963
"[[8, 6, 3], [7, 5, 0], [2, 1, 4]]",A*,heuristic_misplaced_tiles,True,0.643773078918457,14659
"[[8, 6, 3], [7, 5, 0], [2, 1, 4]]",A*,heuristic_euclidean,True,0.1225290298461914,2729
"[[8, 6, 3], [7, 5, 0], [2, 1, 4]]",Greedy,heuristic_manhattan,True,0.008749961853027344,342
"[[8, 6, 3], [7, 5, 0], [2, 1, 4]]",Greedy,heuristic_misplaced_tiles,True,0.025849103927612305,759
"[[8, 6, 3], [7, 5, 0], [2, 1, 4]]",Greedy,heuristic_euclidean,True,0.0092620849609375,290
"[[3, 1, 2], [8, 5, 0], [4, 7, 6]]",A*,heuristic_manhattan,True,0.010365009307861328,311
"[[3, 1, 2], [8, 5, 0], [4, 7, 6]]",A*,heuristic_misplaced_tiles,True,0.0490260124206543,1608
"[[3, 1, 2], [8, 5, 0], [4, 7, 6]]",A*,heuristic_euclidean,True,0.014963865280151367,363
"[[3, 1, 2], [8, 5, 0], [4, 7, 6]]",Greedy,heuristic_manhattan,True,0.008134841918945312,320
"[[3, 1, 2], [8, 5, 0], [4, 7, 6]]",Greedy,heuristic_misplaced_tiles,True,0.0018312931060791016,84
"[[3, 1, 2], [8, 5, 0], [4, 7, 6]]",Greedy,heuristic_euclidean,True,0.008150100708007812,254
"[[1, 2, 0], [5, 7, 3], [8, 6, 4]]",A*,heuristic_manhattan,True,0.0010581016540527344,35
"[[1, 2, 0], [5, 7, 3], [8, 6, 4]]",A*,heuristic_misplaced_tiles,True,0.0033600330352783203,125
"[[1, 2, 0], [5, 7, 3], [8, 6, 4]]",A*,heuristic_euclidean,True,0.0019910335540771484,51
"[[1, 2, 0], [5, 7, 3], [8, 6, 4]]",Greedy,heuristic_manhattan,True,0.0006117820739746094,27
"[[1, 2, 0], [5, 7, 3], [8, 6, 4]]",Greedy,heuristic_misplaced_tiles,True,0.00032901763916015625,19
"[[1, 2, 0], [5, 7, 3], [8, 6, 4]]",Greedy,heuristic_euclidean,True,0.0003349781036376953,12
"[[6, 0, 8], [1, 4, 2], [7, 5, 3]]",A*,heuristic_manhattan,True,0.001993894577026367,67
"[[6, 0, 8], [1, 4, 2], [7, 5, 3]]",A*,heuristic_misplaced_tiles,True,0.02341294288635254,622
"[[6, 0, 8], [1, 4, 2], [7, 5, 3]]",A*,heuristic_euclidean,True,0.004452943801879883,120
"[[6, 0, 8], [1, 4, 2], [7, 5, 3]]",Greedy,heuristic_manhattan,True,0.002744913101196289,104
"[[6, 0, 8], [1, 4, 2], [7, 5, 3]]",Greedy,heuristic_misplaced_tiles,True,0.006559133529663086,272
"[[6, 0, 8], [1, 4, 2], [7, 5, 3]]",Greedy,heuristic_euclidean,True,0.0013391971588134766,43
"[[2, 1, 3], [8, 7, 0], [6, 4, 5]]",A*,heuristic_manhattan,True,0.02041006088256836,543
"[[2, 1, 3], [8, 7, 0], [6, 4, 5]]",A*,heuristic_misplaced_tiles,True,0.13072609901428223,3775
"[[2, 1, 3], [8, 7, 0], [6, 4, 5]]",A*,heuristic_euclidean,True,0.0320127010345459,724
"[[2, 1, 3], [8, 7, 0], [6, 4, 5]]",Greedy,heuristic_manhattan,True,0.009858131408691406,369
"[[2, 1, 3], [8, 7, 0], [6, 4, 5]]",Greedy,heuristic_misplaced_tiles,True,0.02142190933227539,860
"[[2, 1, 3], [8, 7, 0], [6, 4, 5]]",Greedy,heuristic_euclidean,True,0.006165981292724609,195
"[[5, 6, 8], [3, 0, 4], [2, 1, 7]]",A*,heuristic_manhattan,True,0.0046842098236083984,140
"[[5, 6, 8], [3, 0, 4], [2, 1, 7]]",A*,heuristic_misplaced_tiles,True,0.19565892219543457,5368
"[[5, 6, 8], [3, 0, 4], [2, 1, 7]]",A*,heuristic_euclidean,True,0.019196748733520508,438
"[[5, 6, 8], [3, 0, 4], [2, 1, 7]]",Greedy,heuristic_manhattan,True,0.0011730194091796875,43
"[[5, 6, 8], [3, 0, 4], [2, 1, 7]]",Greedy,heuristic_misplaced_tiles,True,0.002090930938720703,93
"[[5, 6, 8], [3, 0, 4], [2, 1, 7]]",Greedy,heuristic_euclidean,True,0.0006549358367919922,23
"[[3, 0, 5], [1, 8, 4], [7, 2, 6]]",A*,heuristic_manhattan,True,0.007108926773071289,229
"[[3, 0, 5], [1, 8, 4], [7, 2, 6]]",A*,heuristic_misplaced_tiles,True,0.04198622703552246,1429
"[[3, 0, 5], [1, 8, 4], [7, 2, 6]]",A*,heuristic_euclidean,True,0.013641834259033203,341
"[[3, 0, 5], [1, 8, 4], [7, 2, 6]]",Greedy,heuristic_manhattan,True,0.0023059844970703125,96
"[[3, 0, 5], [1, 8, 4], [7, 2, 6]]",Greedy,heuristic_misplaced_tiles,True,0.02790093421936035,811
"[[3, 0, 5], [1, 8, 4], [7, 2, 6]]",Greedy,heuristic_euclidean,True,0.009178876876831055,286
"[[1, 8, 5], [3, 0, 4], [6, 2, 7]]",A*,heuristic_manhattan,True,0.06690096855163574,1835
"[[1, 8, 5], [3, 0, 4], [6, 2, 7]]",A*,heuristic_misplaced_tiles,True,1.2495088577270508,24074
"[[1, 8, 5], [3, 0, 4], [6, 2, 7]]",A*,heuristic_euclidean,True,0.2062380313873291,4233
"[[1, 8, 5], [3, 0, 4], [6, 2, 7]]",Greedy,heuristic_manhattan,True,0.002454042434692383,98
"[[1, 8, 5], [3, 0, 4], [6, 2, 7]]",Greedy,heuristic_misplaced_tiles,True,0.023907899856567383,705
"[[1, 8, 5], [3, 0, 4], [6, 2, 7]]",Greedy,heuristic_euclidean,True,0.008028030395507812,246
